City_ID,City,Country,Description,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
344,Carahue,CL,heavy intensity rain,-38.7,-73.1667,53.58,86,100,11.59
345,Pisco,PE,mist,-13.7,-76.2167,61.02,88,100,3.44
346,Kaduy,RU,scattered clouds,59.2,37.15,48.27,37,48,10.2
347,Pyaozerskiy,RU,overcast clouds,65.8333,31.1667,35.35,98,100,5.84
348,Nuuk,GL,light snow,64.1835,-51.7216,36.21,100,75,44.87
349,Gualan,GT,overcast clouds,15.1333,-89.3667,74.55,95,100,3.49
350,Aripuana,BR,clear sky,-9.1667,-60.6333,64.62,90,5,1.74
351,Malanville,BJ,overcast clouds,11.8685,3.3899,90.46,44,90,11.61
352,Hambantota,LK,scattered clouds,6.1241,81.1185,91.74,62,40,20.71
353,Luwingu,ZM,broken clouds,-10.2621,29.9271,80.87,40,80,4.56
354,Jurado,CO,broken clouds,7.1053,-77.7641,75.67,92,57,2.37
355,Fort Wayne,US,overcast clouds,41.1306,-85.1289,56.14,87,100,8.05
356,Araouane,ML,clear sky,18.9048,-3.5265,97.75,9,1,2.59
357,Kasese,UG,light rain,0.1833,30.0833,82.04,63,94,3.09
358,Chadiza,ZM,overcast clouds,-14.0678,32.4392,83.19,36,92,5.77
359,Bocas Del Toro,PA,overcast clouds,9.3333,-82.25,78.46,83,87,7.0
360,Maldonado,UY,clear sky,-34.6667,-54.9167,48.22,84,0,4.34
361,Troitsko-Pechorsk,RU,light rain,62.7084,56.1964,35.37,95,100,14.25
362,George,ZA,clear sky,-33.963,22.4617,63.95,48,0,5.75
363,Gulu,UG,broken clouds,2.7746,32.299,85.32,44,70,4.65
364,Catamarca,AR,clear sky,-28.4696,-65.7852,52.77,63,0,1.99
365,Comodoro Rivadavia,AR,clear sky,-45.8667,-67.5,48.06,49,0,21.85
366,Kigorobya,UG,light rain,1.6162,31.3089,78.46,62,100,4.23
367,Port-Gentil,GA,broken clouds,-0.7193,8.7815,78.8,78,78,12.06
368,Shostka,UA,overcast clouds,51.863,33.4698,49.33,95,100,10.51
369,Tafresh,IR,few clouds,34.692,50.013,74.84,11,12,4.79
370,Maniitsoq,GL,snow,65.4167,-52.9,33.55,98,100,36.24
371,Phalaborwa,ZA,light rain,-23.943,31.1411,63.68,83,94,2.62
372,Khandbari,NP,broken clouds,27.3747,87.2039,75.78,70,76,2.37
373,Oranjemund,NA,clear sky,-28.55,16.4333,64.85,46,3,6.87
374,Forestville,US,few clouds,38.8451,-76.875,74.73,83,20,10.36
375,Pitimbu,BR,broken clouds,-7.4706,-34.8086,77.59,84,69,15.05
376,Curaca,BR,few clouds,-8.9903,-39.9094,70.84,73,16,14.14
377,Saquarema,BR,clear sky,-22.92,-42.5103,62.64,86,0,6.67
378,Zarnesti,RO,broken clouds,45.3,26.8667,70.81,46,72,8.39
379,Synya,RU,light rain,65.3718,58.0387,36.79,76,100,17.56
380,Sioux Lookout,CA,broken clouds,50.1001,-91.917,35.67,80,75,0.0
381,Cochrane,CA,broken clouds,51.1834,-114.4687,36.61,58,60,3.94
382,Sao Joao Da Barra,BR,clear sky,-21.6403,-41.0511,64.49,85,0,5.17
383,Yazman,PK,clear sky,29.1212,71.7446,112.03,4,0,8.03
384,Antalaha,MG,overcast clouds,-14.9003,50.2788,81.45,63,99,12.86
385,Ugoofaaru,MV,broken clouds,5.6667,73.0,83.43,77,72,17.16
386,Bure,ET,broken clouds,10.7,37.0667,80.19,29,73,6.78
387,Toropets,RU,clear sky,56.4978,31.6353,54.64,34,3,9.91
388,Belmonte,BR,few clouds,-15.8631,-38.8828,69.75,81,15,7.87
389,Mahibadhoo,MV,overcast clouds,3.7833,72.9667,83.79,74,89,14.34
390,Matadi,CD,overcast clouds,-5.8167,13.45,82.63,67,87,4.29
391,Torit,SS,broken clouds,4.4133,32.5678,93.56,38,57,3.44
392,Constantine,DZ,clear sky,36.365,6.6147,87.21,20,0,5.75
393,Lebu,CL,overcast clouds,-37.6167,-73.65,53.96,95,100,21.34
394,Benton Harbor,US,overcast clouds,42.1167,-86.4542,54.25,93,100,4.61
395,Mlimba,TZ,scattered clouds,-8.8,35.8167,85.93,48,42,4.79
396,Acarau,BR,broken clouds,-2.8856,-40.12,75.88,87,63,7.56
397,Galle,LK,few clouds,6.0367,80.217,82.67,81,16,15.23
398,Orastioara De Sus,RO,few clouds,45.7333,23.1667,68.7,46,15,12.26
399,Sibay,RU,overcast clouds,52.7181,58.6658,50.58,46,99,17.74
400,Puerto Carreno,CO,broken clouds,6.189,-67.4859,75.34,84,81,1.43
401,Piacabucu,BR,overcast clouds,-10.4056,-36.4344,78.12,71,95,12.95
402,Makat,KZ,light rain,47.6469,53.3463,58.08,85,100,15.17
403,Trelew,AR,broken clouds,-43.249,-65.3051,57.42,41,54,22.75
404,Abomey-Calavi,BJ,scattered clouds,6.4485,2.3557,85.86,70,40,8.05
405,Porto Franco,BR,overcast clouds,-6.3383,-47.3992,69.78,91,97,2.75
406,Kasongo,CD,overcast clouds,-4.45,26.6667,82.56,61,100,0.98
407,Waddan,LY,clear sky,29.1614,16.139,79.74,15,0,3.78
408,Liverpool,GB,broken clouds,53.4106,-2.9779,65.14,72,75,12.66
409,Borovikha,RU,overcast clouds,53.5072,83.8379,78.24,47,100,11.86
410,Muana,BR,clear sky,-1.5283,-49.2167,72.9,88,9,3.11
411,Ringebu,NO,overcast clouds,61.5167,10.1667,49.03,87,100,1.79
412,Rundu,NA,clear sky,-17.9333,19.7667,68.49,20,0,5.91
413,Mitu,CO,overcast clouds,1.1983,-70.1733,69.73,100,100,0.94
414,Totness,SR,overcast clouds,5.8833,-56.3167,75.22,92,100,7.0
415,Shonguy,RU,light rain,68.7526,33.146,42.87,65,75,6.71
416,Mahon,ES,clear sky,39.8885,4.2658,82.96,30,0,6.91
417,Santiago,CL,broken clouds,-33.4569,-70.6483,57.16,57,75,3.44
418,Hurghada,EG,few clouds,27.2574,33.8129,85.57,29,23,27.31
419,Staroutkinsk,RU,overcast clouds,57.2302,59.3348,44.51,58,97,12.12
420,Lena,ES,overcast clouds,43.1,-5.7333,66.13,54,98,3.36
421,Impfondo,CG,light rain,1.6381,18.0667,88.84,55,68,2.1
422,Grand Gaube,MU,clear sky,-20.0064,57.6608,80.38,62,3,10.0
423,Talara,PE,broken clouds,-4.5772,-81.2719,66.54,84,59,15.3
424,Laukaa,RU,clear sky,58.7372,29.8453,55.06,26,0,8.81
425,Spasskoye,RU,few clouds,44.6108,132.7969,58.19,80,15,4.9
426,Pedasi,PA,overcast clouds,7.5333,-80.0333,77.07,80,97,1.23
427,Tekeli,KZ,overcast clouds,44.83,78.8239,54.88,92,100,7.18
428,Dabola,GN,overcast clouds,10.75,-11.1167,85.64,52,90,1.7
429,Shujaabad,PK,clear sky,29.8797,71.2931,109.45,4,0,2.95
430,Mbanza-Ngungu,CD,overcast clouds,-5.25,14.8667,76.93,72,95,6.8
431,Teruel,ES,overcast clouds,40.6667,-0.6667,80.6,14,93,20.8
432,Waw,SS,overcast clouds,7.7029,27.9953,94.21,39,99,1.83
433,Mana,GF,broken clouds,5.6592,-53.7767,75.67,92,81,6.64
434,Verkhnetulomskiy,RU,overcast clouds,68.6073,31.7962,42.93,94,100,5.55
435,Mkushi,ZM,few clouds,-13.6202,29.3939,80.35,39,22,4.45
436,Brazzaville,CG,overcast clouds,-4.2658,15.2832,85.95,56,96,4.56
437,Ascension,US,clear sky,30.2169,-90.9001,73.4,98,0,0.0
438,Dakar,SN,broken clouds,14.6937,-17.4441,74.28,78,75,11.5
439,Arki,IN,broken clouds,31.15,76.9667,89.58,18,68,8.41
440,Xacmaz,AZ,clear sky,41.4635,48.806,79.14,28,0,9.15
441,Moroni,KM,light rain,-11.7022,43.2551,82.18,71,42,10.58
442,Hofn,IS,overcast clouds,64.2539,-15.2082,47.41,79,100,18.72
443,Novoagansk,RU,broken clouds,61.9449,76.6625,69.08,45,64,18.61
444,Zaykovo,RU,light rain,57.5613,62.7568,40.8,89,100,10.51
445,Nara,JP,clear sky,34.6851,135.8049,75.49,32,0,4.97
446,Andros Town,BS,broken clouds,24.7,-77.7667,78.76,83,66,13.09
447,Petawawa,CA,overcast clouds,45.9001,-77.3328,55.78,82,100,1.01
448,Tahoua,NE,overcast clouds,14.8888,5.2692,94.98,28,97,4.61
449,Nesna,NO,overcast clouds,66.1967,13.0213,51.91,88,100,4.12
450,Kargasok,RU,broken clouds,59.0556,80.8572,77.81,40,66,15.39
451,Kashary,RU,overcast clouds,49.04,41.0056,65.12,61,100,22.19
452,Suponevo,RU,scattered clouds,53.2049,34.296,54.12,62,40,13.42
453,Taltal,CL,clear sky,-25.4,-70.4833,59.5,69,7,1.39
454,Buraydah,SA,clear sky,26.326,43.975,102.65,7,0,6.76
455,Olinda,BR,scattered clouds,-8.0089,-34.8553,76.73,94,40,6.91
456,Saint-Francois,FR,clear sky,46.4154,3.9054,80.67,53,0,9.22
457,Kintampo,GH,overcast clouds,8.0563,-1.7306,76.96,78,99,7.78
458,Nanuque,BR,few clouds,-17.8392,-40.3539,62.15,92,14,3.71
459,Garowe,SO,broken clouds,8.4054,48.4845,98.01,27,77,19.64
460,Kataysk,RU,overcast clouds,56.289,62.5841,49.59,53,98,12.3
461,Keti Bandar,PK,clear sky,24.1447,67.4497,87.55,73,3,24.52
462,Tukrah,LY,clear sky,32.5341,20.5791,71.6,58,0,13.11
463,Moroto,UG,broken clouds,2.5345,34.6666,78.71,50,77,8.05
464,Lamu,KE,overcast clouds,-2.2717,40.902,86.22,73,95,15.68
465,Puerto Leguizamo,CO,overcast clouds,-0.1934,-74.7819,68.34,99,100,0.85
466,Bosaso,SO,clear sky,11.2842,49.1816,96.78,63,0,10.36
467,Bekhteyevka,RU,overcast clouds,50.8072,37.2085,54.5,90,100,14.18
468,Hammerfest,NO,clear sky,70.6634,23.6821,52.25,54,0,4.61
469,Santa Vitoria,BR,scattered clouds,-18.8386,-50.1214,52.75,60,26,2.48
470,San Cristobal,VE,clear sky,7.7669,-72.225,71.78,86,1,3.53
471,Necochea,AR,broken clouds,-38.5473,-58.7368,46.35,64,58,8.25
472,Baldeogarh,IN,overcast clouds,24.755,79.0681,106.52,12,88,17.13
473,Kalulushi,ZM,scattered clouds,-12.8378,28.0919,79.92,41,43,3.02
474,Talcahuano,CL,overcast clouds,-36.7167,-73.1167,55.08,94,100,11.5
475,Jumla,NP,overcast clouds,29.2747,82.1838,53.4,86,100,1.03
476,Quelimane,MZ,few clouds,-17.8786,36.8883,89.55,51,20,8.05
477,Thompson,CA,broken clouds,55.7435,-97.8558,37.56,70,75,3.44
478,Morondava,MG,clear sky,-20.2833,44.2833,82.94,47,3,8.25
479,Luziania,BR,clear sky,-16.2525,-47.9503,47.89,61,1,4.0
480,Nioki,CD,broken clouds,-2.7167,17.6833,90.7,48,69,3.0
481,Santa Cruz,BO,broken clouds,-17.8,-63.1667,66.25,77,75,10.36
482,Pachino,IT,clear sky,36.7186,15.0907,72.36,59,0,15.21
483,Novo Aripuana,BR,clear sky,-5.1206,-60.3797,69.22,95,9,0.6
484,Oranjestad,AW,few clouds,12.524,-70.027,80.55,78,20,18.41
485,Mayumba,GA,scattered clouds,-3.432,10.6554,78.82,73,45,8.16
486,Nouadhibou,MR,clear sky,20.931,-17.0347,71.58,73,3,14.97
487,Kurtamysh,RU,overcast clouds,54.9103,64.4319,54.05,43,89,15.93
488,Nadvoitsy,RU,clear sky,63.8667,34.3167,45.43,36,10,8.55
489,Lisakovsk,KZ,light rain,52.5369,62.4936,54.73,44,88,21.68
490,Marzuq,YE,scattered clouds,14.4,46.4667,96.71,8,29,15.14
491,Zharkent,KZ,overcast clouds,44.1628,80.0,75.99,44,98,18.05
492,Xapuri,BR,broken clouds,-10.6517,-68.5044,71.38,80,76,2.37
493,Gamboma,CG,light rain,-1.8764,15.8644,86.2,61,83,3.02
494,Agirish,RU,moderate rain,61.9247,63.0231,45.54,97,100,11.21
495,Port Hawkesbury,CA,scattered clouds,45.6169,-61.3485,55.78,85,40,4.61
496,Muli,MV,overcast clouds,2.9167,73.5667,83.89,76,98,14.76
497,Karlstad,SE,few clouds,59.3793,13.5036,57.76,44,24,9.22
498,Arrifes,PT,light intensity drizzle,37.7667,-25.7,68.23,100,100,4.61
499,San-Pedro,CI,moderate rain,4.7485,-6.6363,72.28,94,100,8.55
500,Sukhumi,GE,clear sky,43.0033,41.0153,73.49,43,0,4.07
501,Sohag,EG,clear sky,26.557,31.6948,85.59,15,1,20.71
502,Iqaluit,CA,overcast clouds,63.7506,-68.5145,29.93,86,100,10.36
503,Ndele,CF,overcast clouds,8.4109,20.6473,93.54,38,92,4.27
504,Charyshskoye,RU,overcast clouds,51.3978,83.5598,75.94,47,98,7.99
505,Mantua,IT,overcast clouds,45.1667,10.7833,83.44,59,97,3.0
506,Punta Alta,AR,overcast clouds,-38.8759,-62.0736,52.63,50,99,11.23
507,Vestmanna,FO,light rain,62.1564,-7.1664,49.12,87,100,8.05
508,Chateau-Thierry,FR,overcast clouds,49.05,3.4,72.99,61,99,3.76
509,Altagracia De Orituco,VE,scattered clouds,9.8601,-66.3814,71.98,87,29,3.42
510,Weligama,LK,few clouds,5.9667,80.4167,82.11,82,19,13.67
511,Denia,ES,scattered clouds,38.8408,0.1057,95.79,63,26,5.01
512,Nusaybin,TR,broken clouds,37.0778,41.2178,87.39,10,75,6.91
513,Behshahr,IR,clear sky,36.6923,53.5526,78.75,32,2,8.48
514,Poshekhonye,RU,overcast clouds,58.4993,39.1353,44.55,47,95,10.89
515,Marfino,RU,clear sky,55.7028,37.3822,53.87,34,0,13.42
516,Grao Mogol,BR,clear sky,-16.5594,-42.8897,57.54,77,5,4.9
517,Zhanakorgan,KZ,broken clouds,43.9098,67.2495,71.85,17,80,11.59
518,Uchiza,PE,broken clouds,-8.4592,-76.4633,67.06,95,78,2.08
519,Polyarnyy,RU,overcast clouds,69.1989,33.4478,41.59,80,93,14.61
520,Sicuani,PE,overcast clouds,-14.2694,-71.2261,43.36,90,100,3.09
521,Caluquembe,AO,broken clouds,-13.7833,14.6833,75.9,28,52,3.44
522,Kondinskoye,RU,light rain,59.6481,67.41,48.02,85,100,12.84
523,Tchamba,TG,overcast clouds,9.0333,1.4167,78.44,70,100,4.5
524,Letlhakane,BW,clear sky,-21.4167,25.5833,62.89,32,1,9.57
525,Hennebont,FR,clear sky,47.8051,-3.2734,68.95,70,0,8.05
526,Abu Kamal,SY,overcast clouds,34.4506,40.9171,97.52,6,99,6.85
527,Eatonton,US,broken clouds,33.3268,-83.3885,71.01,90,78,2.84
528,San Andres,CO,broken clouds,12.5847,-81.7006,82.42,78,75,12.66
529,Rosetta,EG,clear sky,31.4044,30.4164,71.83,64,0,24.18
530,Moengo,SR,overcast clouds,5.6167,-54.4,74.97,97,90,3.24
531,Maarianhamina,AX,clear sky,60.0973,19.9348,57.06,35,0,10.36
532,Tosya,TR,clear sky,41.0155,34.0401,77.81,24,0,6.58
533,Cervo,ES,overcast clouds,43.6702,-7.4101,62.65,96,87,8.41
534,Muros,ES,moderate rain,42.7762,-9.0603,63.68,92,100,3.36
535,Kurchum,KZ,overcast clouds,48.5722,83.6542,75.94,40,100,9.57
536,Sohbatpur,PK,clear sky,28.5202,68.5434,116.38,3,0,11.3
537,Amapa,BR,broken clouds,1.0,-52.0,72.97,97,65,2.1
538,Rio Gallegos,AR,clear sky,-51.6226,-69.2181,30.25,93,0,4.61
539,Cleethorpes,GB,overcast clouds,53.5605,-0.0323,65.95,63,100,13.8
540,Naumburg,DE,broken clouds,51.15,11.8167,69.71,39,57,6.24
541,Abu Dhabi,AE,clear sky,24.4667,54.3667,98.71,30,0,14.97
542,Thaba Nchu,ZA,broken clouds,-29.2093,26.839,57.81,58,56,8.25
543,Almeirim,BR,scattered clouds,-1.5233,-52.5817,73.65,95,41,1.83
544,Nizhniye Vyazovyye,RU,overcast clouds,55.7988,48.5248,46.2,56,98,9.31
545,Balkanabat,TM,clear sky,39.5108,54.3671,79.23,20,0,11.21
546,Canavieiras,BR,clear sky,-15.675,-38.9472,70.74,76,8,7.38
547,Tamsweg,AT,scattered clouds,47.1281,13.811,71.67,43,26,6.35
548,Clyde River,CA,light snow,70.4692,-68.5914,19.63,93,100,24.16
549,Eenhana,NA,clear sky,-17.4667,16.3333,75.58,11,0,7.05
550,Iracoubo,GF,overcast clouds,5.4802,-53.2011,77.02,90,99,6.15
551,Willowmore,ZA,clear sky,-33.2926,23.4895,59.74,50,10,5.82
552,Borba,BR,few clouds,-4.3878,-59.5939,72.41,94,22,0.6
553,Madimba,TZ,scattered clouds,-10.4,40.3333,87.12,54,40,11.5
554,Kirkwall,GB,broken clouds,58.9848,-2.9587,56.97,88,75,11.5
555,The Valley,AI,overcast clouds,18.217,-63.0578,80.1,70,98,14.36
556,Nenagh,IE,overcast clouds,52.8619,-8.1967,60.94,70,98,13.89
557,Kibakwe,TZ,clear sky,-6.7167,36.3667,84.72,32,3,2.68
558,Maputo,MZ,broken clouds,-25.9653,32.5892,69.48,76,75,5.99
559,Kaura Namoda,NG,broken clouds,12.5898,6.5779,95.58,32,82,8.93
560,Soller,ES,overcast clouds,39.7662,2.7152,91.02,21,98,5.61
561,Berezivka,UA,broken clouds,47.2043,30.9078,68.49,42,59,23.53
562,Ampanihy,MG,clear sky,-24.7,44.75,88.23,18,7,5.39
563,Gazojak,TM,few clouds,41.1875,61.4036,74.97,24,17,6.62
564,Atocha,BO,scattered clouds,-20.9333,-66.2333,30.34,30,50,10.65
565,Bantry,IE,overcast clouds,51.6833,-9.45,55.78,78,97,14.36
566,Gararu,BR,broken clouds,-9.9675,-37.0833,75.81,81,61,7.05
567,Olafsvik,IS,scattered clouds,64.8945,-23.7142,42.76,75,45,15.93
568,Bud,US,overcast clouds,39.447,-86.1758,61.47,94,100,8.63
569,Zavyalovo,RU,overcast clouds,54.5053,82.4484,65.48,68,97,12.39
570,Mvomero,TZ,overcast clouds,-6.25,38.6667,90.77,40,100,6.35
571,Trujillo,PE,mist,-8.116,-79.03,58.96,94,25,6.91
572,Iquique,CL,few clouds,-20.2208,-70.1431,60.84,80,24,4.56
573,Varzelandia,BR,clear sky,-15.7014,-44.0275,62.73,65,7,11.14
574,Kargopol,RU,overcast clouds,61.5071,38.9456,47.1,40,92,9.75
575,Boende,CD,overcast clouds,-0.2167,20.8667,93.63,42,91,0.78
576,Dzaoudzi,YT,broken clouds,-12.7887,45.2699,85.89,70,75,12.66
577,Amarante,BR,clear sky,-6.2411,-42.8547,75.87,76,9,9.26
578,Tessalit,ML,clear sky,20.1986,1.0114,101.1,11,2,12.21
579,Kilindoni,TZ,overcast clouds,-7.9139,39.6668,80.19,73,100,11.16
580,Puquio,PE,overcast clouds,-14.7,-74.1333,43.16,46,99,5.44
581,Derzhavinsk,KZ,overcast clouds,51.1,66.3167,50.95,55,97,16.04
582,Zabol,AF,broken clouds,32.25,67.25,80.64,12,52,29.97
583,Balad,IQ,clear sky,34.0164,44.1453,102.65,6,2,6.8
584,Sayat,TM,broken clouds,38.7839,63.8803,71.47,20,82,10.25
585,Dedougou,BF,broken clouds,12.4667,-3.4667,93.79,38,68,11.14
586,Kemijarvi,FI,overcast clouds,66.7131,27.4306,60.21,47,88,4.5
587,Ouadda,CF,overcast clouds,8.0777,22.4007,94.21,35,89,1.23
588,Itatinga,BR,clear sky,-23.1017,-48.6158,51.48,67,1,3.15
589,Marinette,US,overcast clouds,45.1,-87.6307,45.05,75,100,4.61
590,Manta,EC,overcast clouds,-0.95,-80.7333,73.18,94,100,10.36
591,Kotido,UG,broken clouds,2.9806,34.1331,81.59,48,75,12.93
592,Keuruu,FI,overcast clouds,62.2667,24.7,60.8,29,96,3.36
593,Sysert,RU,overcast clouds,56.4953,60.8192,50.09,51,87,11.27
594,Kushmurun,KZ,overcast clouds,52.4503,64.6311,57.13,42,93,21.79
595,Mwanza,TZ,few clouds,-2.5167,32.9,82.45,54,20,5.75
596,Lodeynoye Pole,RU,clear sky,60.726,33.5531,50.09,31,8,9.66
597,Pervomayskoye,RU,clear sky,43.919,46.7102,83.05,25,4,6.29
598,Monrovia,LR,overcast clouds,6.3005,-10.7969,76.51,88,100,2.17
599,Puerto Ayacucho,VE,overcast clouds,5.6639,-67.6236,72.72,94,89,1.52
600,Lagoa Vermelha,BR,overcast clouds,-28.2086,-51.5258,44.83,84,98,1.21
601,Sao Sebastiao,BR,clear sky,-23.76,-45.4097,61.05,87,6,3.74
602,Playas,EC,overcast clouds,-2.6333,-80.3833,73.38,89,100,8.84
603,Mao,ES,clear sky,39.8885,4.2658,82.96,30,0,6.91
604,Eydhafushi,MV,broken clouds,5.1033,73.0708,83.84,77,60,15.28
605,Inyonga,TZ,overcast clouds,-6.7167,32.0667,80.83,44,100,4.16
606,Santa Vitoria Do Palmar,BR,clear sky,-33.5189,-53.3681,48.79,90,1,3.74
607,Puerto Suarez,BO,few clouds,-18.95,-57.8,58.82,55,16,3.71
608,Salinas,US,overcast clouds,36.6777,-121.6555,52.72,90,100,5.75
609,Bjornevatn,NO,broken clouds,69.6672,29.9847,41.34,87,75,9.22
610,Marsabit,KE,broken clouds,2.3284,37.9899,79.97,44,79,13.06
611,Adrar,MR,clear sky,20.5022,-10.0711,102.11,6,5,15.57
612,Palermo,IT,clear sky,37.8167,13.5833,74.44,27,1,6.06
613,Zemio,CF,overcast clouds,5.0314,25.1361,90.18,41,91,3.36
614,Riohacha,CO,few clouds,11.5444,-72.9072,78.6,80,17,16.73
615,Gua,IN,broken clouds,22.2,85.3833,96.44,27,71,4.34
616,Arica,CL,overcast clouds,-18.475,-70.3042,64.63,68,100,4.61
617,Suda,RU,broken clouds,59.1525,37.5582,39.31,38,71,10.87
618,Gorele,TR,clear sky,41.0308,39.0031,72.28,47,0,4.18
619,Parainen,FI,overcast clouds,60.3067,22.301,61.41,46,100,7.54
620,Agadez,NE,clear sky,19.75,10.25,99.03,8,6,15.26
621,Balashov,RU,light rain,51.5502,43.1667,47.52,94,100,13.96
622,Camocim,BR,broken clouds,-2.9022,-40.8411,77.11,87,51,6.64
623,Sehithwa,BW,clear sky,-20.4667,22.7167,69.04,27,0,8.75
624,Tarko-Sale,RU,broken clouds,64.9225,77.785,61.14,42,81,17.54
625,Tombouctou,ML,clear sky,20.0,-3.0,100.8,6,0,7.65
626,Jadu,LY,clear sky,31.953,12.0261,81.23,9,0,7.11
627,Dhidhdhoo,MV,broken clouds,6.8833,73.1,83.95,78,67,16.17
628,Nyandoma,RU,overcast clouds,61.669,40.1991,42.22,47,100,10.16
629,Mosetse,BW,clear sky,-20.75,26.65,63.37,30,0,13.04
630,Cabo Rojo,PR,overcast clouds,18.0866,-67.1457,76.96,77,98,6.02
631,Manadhoo,MV,scattered clouds,5.7667,73.3833,83.62,77,49,16.51
632,Sayyan,YE,broken clouds,15.1718,44.3244,79.2,8,75,17.67
633,Santander,ES,clear sky,43.4647,-3.8044,87.3,84,0,6.91
634,Juba,SS,broken clouds,4.8517,31.5825,97.03,34,56,1.54
635,Concepcion Del Uruguay,AR,clear sky,-32.4825,-58.2372,45.99,99,0,5.23
636,Kinkala,CG,broken clouds,-4.3614,14.7644,83.62,60,63,5.64
637,Stolin,BY,light rain,51.8912,26.846,48.9,88,100,14.52
638,Tromso,NO,broken clouds,69.6496,18.957,53.62,62,75,4.61
639,Chapleau,CA,overcast clouds,47.8405,-83.4034,39.29,100,100,3.44
640,Tchibanga,GA,broken clouds,-2.85,11.0333,83.95,61,63,3.22
641,Vytegra,RU,clear sky,61.0064,36.4481,43.36,48,6,12.37
642,Oxford,GB,few clouds,51.7522,-1.256,68.36,59,20,10.36
643,Qasigiannguit,GL,overcast clouds,68.8193,-51.1922,43.05,84,100,20.76
644,Miranda,CO,broken clouds,3.2499,-76.2281,66.33,84,81,3.78
645,Sumter,US,overcast clouds,28.7086,-82.0831,75.15,92,100,7.81
646,Kismayo,SO,broken clouds,-0.3582,42.5454,85.46,66,60,16.13
647,Hindoria,IN,scattered clouds,23.9,79.5667,106.21,10,25,18.39
648,Vesele,UA,overcast clouds,47.0148,34.915,69.19,42,100,15.9
649,Novyy Urengoy,RU,overcast clouds,66.0833,76.6333,51.33,56,100,13.53
650,Kuopio,FI,clear sky,62.8924,27.677,55.35,38,0,6.91
651,Zorritos,PE,clear sky,-3.6805,-80.6782,71.55,83,4,1.74
652,San Carlos,VE,broken clouds,9.6612,-68.5827,76.03,72,72,0.47
653,Piripiri,BR,scattered clouds,-4.2733,-41.7769,75.81,84,50,2.44
654,Hvide Sande,DK,few clouds,56.0045,8.1294,61.09,80,13,9.19
655,General Pico,AR,overcast clouds,-35.6566,-63.7568,45.52,50,92,8.43
656,Altay,CN,overcast clouds,47.8667,88.1167,81.39,17,100,8.66
657,Hovin,NO,overcast clouds,63.1055,10.225,54.25,86,100,1.16
658,Rokytne,UA,overcast clouds,51.2796,27.214,50.14,80,100,14.65
659,Kutum,SD,clear sky,14.2,24.6667,89.85,13,9,9.51
660,Varangaon,IN,clear sky,21.0167,75.9,102.96,22,0,20.85
661,Belyy,RU,clear sky,55.8402,32.9419,54.63,37,3,10.25
662,Idukki,IN,overcast clouds,9.85,76.9667,72.54,96,97,5.32
663,Svetlopolyansk,RU,light rain,59.4184,52.3605,38.12,93,100,8.95
664,Sherbakul,RU,overcast clouds,54.6316,72.3963,53.49,65,100,13.13
665,Axim,GH,heavy intensity rain,4.8699,-2.2405,74.3,94,100,9.31
666,Barreirinhas,BR,broken clouds,-2.7469,-42.8264,77.77,85,59,2.8
667,Baft,IR,clear sky,29.234,56.6057,85.17,7,0,18.3
668,Alta Floresta,BR,clear sky,-9.8756,-56.0861,63.77,81,0,2.91
669,Paulo Afonso,BR,broken clouds,-9.4061,-38.2147,75.9,67,79,12.12
670,Mahbubabad,IN,scattered clouds,17.6167,80.0167,106.34,12,45,12.03
671,Deogarh,IN,broken clouds,21.5333,84.7333,101.66,21,60,2.42
672,Saurimo,AO,clear sky,-9.6608,20.3916,80.92,47,0,8.05
673,Conceicao Do Araguaia,BR,scattered clouds,-8.2578,-49.2647,71.38,66,48,3.42
674,Pokaran,IN,clear sky,26.9167,71.9167,111.36,4,0,15.73
675,Robertsport,LR,overcast clouds,6.7533,-11.3686,76.95,87,100,0.78
676,Marand,IR,broken clouds,38.4329,45.7749,75.36,19,53,2.48
677,Paamiut,GL,light rain,61.994,-49.6678,36.34,94,100,43.02
678,Moa,CU,overcast clouds,20.6569,-74.9403,77.9,86,100,11.81
679,Aksarka,RU,overcast clouds,66.5606,67.7975,36.3,73,100,20.56
680,Cacapava Do Sul,BR,overcast clouds,-30.5122,-53.4914,46.8,91,100,1.52
681,Abong Mbang,CM,broken clouds,3.9833,13.1833,91.69,39,81,0.92
682,Kanniyakumari,IN,broken clouds,8.0833,77.5667,84.27,73,57,24.32
683,Westport,US,clear sky,41.1415,-73.3579,72.75,90,0,0.0
684,Sangre Grande,TT,broken clouds,10.5835,-61.1177,77.05,74,61,8.19
685,Igrim,RU,light rain,63.1906,64.4162,49.26,80,100,12.64
686,Pampas,PE,overcast clouds,-12.4,-74.9,47.41,93,100,2.33
687,Demidov,RU,scattered clouds,55.2706,31.515,57.56,41,25,11.77
688,Nokaneng,BW,clear sky,-19.6667,22.2667,69.39,27,0,8.72
689,Bagli,IN,clear sky,22.65,76.35,101.03,18,0,17.67
690,Jardim,BR,clear sky,-21.4803,-56.1381,53.33,69,6,3.38
691,Manjacaze,MZ,light rain,-24.7117,33.8828,66.52,92,100,7.92
692,Waldoboro,US,overcast clouds,44.0954,-69.3756,62.31,98,100,4.21
693,Altamira,BR,fog,-3.2033,-52.2064,73.49,94,75,0.0
